,user_id,lgb
499,632,"[838571, 9707137, 834962, 852235, 857697]"
500,633,"[961730, 833940, 1046789, 5590965, 8119129]"
501,635,"[1026118, 854852, 1133018, 1082141, 998444]"
502,636,"[10457128, 1043895, 5592610, 8358933, 5590613]"
503,637,"[926905, 15926844, 1099164, 977559, 1052155]"
504,638,"[1059347, 924427, 1083341, 870372, 1070639]"
506,641,"[1034462, 1131830, 1104349, 919589, 1027216]"
507,643,"[868386, 1125943, 1058543, 1026209, 827671]"
508,644,"[821083, 874753, 9878513, 969494, 1096066]"
509,647,"[969039, 1038325, 1058591, 828143, 906026]"
510,648,"[1119051, 895268, 945662, 1037332, 9858794]"
511,650,"[1133018, 1058997, 908531, 862349, 844165]"
512,652,"[832678, 847344, 920844, 1059236, 1065061]"
513,653,"[1037840, 930486, 868764, 1067443, 965292]"
514,654,"[9836752, 864893, 907128, 1127264, 1096842]"
515,655,"[901976, 902856, 943393, 850925, 6464126]"
516,656,"[12384601, 926905, 9881593, 1025650, 974265]"
517,658,"[1056212, 845675, 961447, 1139702, 922092]"
518,659,"[872062, 1076875, 6391532, 1115387, 1093490]"
519,660,"[13907063, 886996, 1004950, 904236, 1125199]"
520,661,"[1110572, 13158064, 901762, 935570, 893362]"
521,662,"[1095710, 883670, 1056775, 922636, 834103]"
522,663,"[1134143, 1088683, 1005173, 1036486, 5591538]"
523,664,"[903529, 6704207, 965530, 5591609, 7443013]"
524,665,"[875089, 1071171, 1059153, 847529, 982493]"
525,666,"[1089066, 937626, 972235, 9677874, 938554]"
526,667,"[1058272, 898601, 13842088, 1009821, 10455984]"
527,668,"[1112824, 1123536, 1037332, 1049735, 897953]"
528,669,"[880427, 923670, 1131382, 830973, 5565447]"
529,670,"[12263857, 867547, 8180927, 867138, 840640]"
530,671,"[949151, 847434, 1020739, 12384953, 843259]"
531,672,"[970866, 891516, 1071759, 932242, 928092]"
532,673,"[827683, 1080784, 868909, 1025611, 869047]"
533,674,"[845109, 936914, 6904666, 1053985, 911614]"
534,675,"[910673, 956274, 1121384, 1139142, 1075032]"
535,676,"[862335, 1107553, 898510, 1013928, 1095227]"
537,679,"[1053988, 887219, 1008288, 947865, 6391086]"
538,680,"[900586, 871754, 864312, 993838, 924978]"
539,681,"[856252, 890695, 882496, 882604, 1113651]"
540,684,"[878739, 992622, 867215, 901067, 843339]"
541,685,"[1015539, 1097398, 1088191, 866102, 1087184]"
542,686,"[896369, 914754, 862152, 1082212, 1044724]"
543,687,"[828557, 872679, 5569349, 1018083, 7168026]"
544,690,"[1006664, 1037840, 1088771, 1115069, 898121]"
545,692,"[1067443, 873887, 972416, 9526100, 7431408]"
546,693,"[1044188, 1104349, 1109014, 842783, 1130375]"
547,694,"[1037840, 893501, 844165, 1043730, 898466]"
548,695,"[945805, 840386, 993639, 882496, 13039088]"
549,696,"[1048483, 5580525, 975633, 931136, 928263]"
550,697,"[1057260, 9925966, 9832514, 9832529, 928092]"
551,698,"[849843, 881154, 1120362, 834103, 995055]"
552,699,"[844759, 1078763, 941883, 917033, 1026945]"
553,700,"[877662, 1021116, 1109981, 922636, 1124695]"
554,701,"[913026, 891632, 1088429, 873861, 7169091]"
555,702,"[8203451, 941368, 8020234, 995230, 910964]"
556,703,"[901776, 946995, 1097849, 1059347, 916575]"
557,705,"[912112, 827683, 996750, 13654702, 1082310]"
558,706,"[8091225, 898601, 8091554, 1067565, 1069039]"
559,707,"[7025114, 13213475, 1110111, 851903, 842930]"
560,708,"[910439, 1010164, 861419, 7168774, 12524174]"
561,709,"[10344971, 906017, 1139702, 1049922, 1009449]"
562,710,"[922636, 834103, 934131, 6553737, 897953]"
563,711,"[860174, 1037840, 864893, 983584, 1076875]"
564,712,"[921504, 900842, 941313, 963365, 822049]"
565,713,"[962229, 841266, 898601, 880427, 885290]"
566,714,"[959985, 1082454, 819840, 1055015, 1093113]"
567,715,"[6463520, 6463451, 1082269, 6463808, 6396492]"
568,716,"[9245108, 12757280, 1005898, 837969, 1092588]"
569,717,"[861445, 1085604, 7025204, 1016298, 965963]"
570,718,"[856818, 1054483, 999971, 944486, 1098066]"
571,719,"[841266, 911411, 1051626, 1026946, 5565322]"
572,720,"[1115069, 895268, 1018050, 1056212, 863447]"
573,721,"[862732, 1107553, 1059347, 1011300, 9934800]"
574,722,"[920958, 1077312, 885356, 925854, 9677690]"
575,723,"[1022340, 916487, 834962, 827079, 968936]"
576,724,"[6602697, 9677202, 1005274, 12731436, 994994]"
577,725,"[1027372, 961269, 845091, 906017, 827683]"
578,726,"[849697, 1093603, 952399, 939831, 912004]"
579,727,"[840764, 1031083, 935126, 950894, 905817]"
580,728,"[1080677, 896611, 891505, 1013928, 881154]"
581,729,"[6034857, 844165, 986912, 1028816, 1004906]"
582,730,"[8293447, 1101744, 1130729, 995628, 911622]"
583,731,"[1006922, 1107553, 927046, 1037892, 9835619]"
584,732,"[856345, 1054216, 8249371, 12757065, 10284975]"
585,733,"[1036939, 7443137, 876750, 1102250, 5566472]"
586,734,"[970160, 6391381, 1005274, 907099, 1010190]"
587,735,"[870428, 1025650, 928932, 1135681, 1043663]"
588,736,"[918684, 877498, 880438, 827671, 1137176]"
589,737,"[1121393, 9670915, 1095944, 926033, 980984]"
590,740,"[9655212, 9803207, 1139638, 1099945, 1097909]"
591,741,"[5580166, 13654702, 907308, 903738, 1006264]"
592,742,"[879755, 1076875, 992622, 829550, 10457128]"
593,743,"[1044188, 828278, 992128, 993639, 882496]"
594,744,"[13115981, 1105478, 1081919, 996795, 849578]"
595,745,"[8203451, 854754, 1109014, 1136375, 10455984]"
596,747,"[835595, 10344971, 948232, 1019247, 15737492]"
597,750,"[845705, 908531, 1057260, 879755, 12757316]"
598,751,"[1054216, 947201, 1003838, 864335, 12781725]"
599,752,"[987218, 877523, 1078666, 1057749, 953539]"
600,753,"[1030362, 5568072, 980246, 847207, 1093603]"
601,754,"[841584, 1005274, 1016785, 8119093, 873887]"
602,755,"[878442, 12782182, 9338009, 1096548, 1049735]"
603,756,"[1021519, 881154, 1099905, 1012052, 962991]"
604,757,"[1126045, 1081533, 878445, 1010051, 1002261]"
605,758,"[879755, 981760, 951590, 916416, 841266]"
606,759,"[906844, 956274, 936914, 12263857, 1073426]"
607,761,"[905072, 914697, 832976, 9934800, 1010190]"
608,762,"[962199, 1011300, 10455984, 884344, 944167]"
609,764,"[977481, 13506119, 965982, 873887, 908312]"
610,765,"[5570334, 1039239, 998236, 858918, 5995291]"
611,766,"[916990, 964385, 908312, 1014054, 935578]"
612,767,"[1015781, 1042571, 5591520, 1076875, 1104349]"
613,768,"[9526572, 965797, 1067954, 9526628, 1044724]"
614,769,"[827683, 9419525, 873964, 6533681, 909800]"
615,770,"[928589, 1015974, 910439, 15452705, 8013544]"
616,771,"[968936, 955075, 9419525, 868764, 906017]"
617,772,"[6034857, 1028816, 981760, 951590, 845208]"
618,773,"[835973, 966684, 977481, 10344585, 9655679]"
620,776,"[1043971, 901762, 1138772, 1116180, 8205218]"
621,777,"[1046816, 6533608, 923670, 862725, 9526786]"
622,779,"[1057260, 822259, 852235, 1069506, 970160]"
624,781,"[945652, 986939, 12524174, 1046816, 6514011]"
625,782,"[1057749, 962991, 820301, 10457044, 936117]"
626,784,"[6391134, 1139782, 965530, 877662, 7409618]"
627,785,"[1037332, 6533681, 825703, 5568249, 8019186]"
628,786,"[972665, 878715, 907647, 1065538, 1012052]"
629,787,"[1079528, 857538, 1009821, 9368337, 887102]"
630,788,"[996425, 1076875, 843744, 901976, 1134143]"
631,789,"[936355, 1101010, 1043751, 883003, 976199]"
632,790,"[7410320, 7409944, 9297310, 7167837, 5570406]"
634,793,"[8090545, 13008321, 1048727, 947201, 1045478]"
635,794,"[950638, 975085, 994223, 1090676, 1131382]"
637,796,"[969866, 1110572, 896613, 923746, 6034857]"
638,797,"[993441, 5570406, 994223, 981374, 9803433]"
639,798,"[978974, 9655679, 9338009, 6533911, 5568758]"
640,799,"[5565447, 1119089, 1031492, 9265288, 917427]"
641,800,"[911974, 9677202, 860703, 1137507, 7467026]"
642,801,"[1009449, 837107, 862335, 8119318, 1071594]"
643,802,"[1118946, 1087986, 914245, 966348, 834962]"
644,803,"[1087753, 969725, 1104649, 969866, 1093697]"
645,804,"[827683, 1076875, 5587656, 894591, 849870]"
646,805,"[949023, 955258, 1049922, 965821, 1044188]"
647,806,"[868539, 1135932, 846634, 1139638, 1129321]"
648,807,"[896444, 965530, 15926507, 858999, 968932]"
649,808,"[1036501, 992151, 1016800, 13842090, 13842214]"
650,809,"[13672065, 823862, 9926758, 889649, 1028473]"
651,811,"[9527323, 970698, 857294, 851241, 8019233]"
652,812,"[1021116, 1135468, 879755, 885290, 5568964]"
653,813,"[965292, 931579, 6772782, 6533608, 5580166]"
654,814,"[961791, 8090519, 886703, 910161, 992292]"
655,816,"[13213475, 1054539, 6979578, 965050, 837684]"
656,817,"[856345, 1092588, 1108152, 1060408, 1086061]"
657,818,"[8013544, 9297191, 9297151, 7168431, 15452641]"
658,820,"[992622, 1013868, 5580525, 5569135, 1109805]"
660,823,"[830203, 1058272, 873964, 871514, 6039586]"
661,824,"[1086061, 1038745, 1011926, 7410013, 5580166]"
662,825,"[910207, 1031253, 915493, 858743, 12673433]"
663,826,"[961620, 986869, 1030093, 934399, 995242]"
664,829,"[960791, 10457233, 902659, 955370, 15716719]"
665,831,"[1052975, 1069003, 937626, 951164, 1079820]"
667,836,"[851287, 1049735, 911470, 1080472, 9884698]"
668,838,"[903529, 832678, 859237, 925178, 825994]"
670,840,"[1090884, 1033814, 1038985, 1060408, 927238]"
671,841,"[1135468, 1135681, 1065259, 966379, 866118]"
672,842,"[972312, 1068124, 12810418, 999971, 9245108]"
673,843,"[9245108, 13910296, 1076875, 927485, 1048750]"
674,844,"[5566472, 9396821, 1083207, 891542, 998912]"
675,845,"[1071594, 8090533, 965679, 1009361, 9677447]"
676,846,"[14025461, 829291, 824931, 965963, 6979545]"
677,847,"[1005274, 1008074, 8203451, 1000462, 868764]"
678,849,"[855202, 854754, 856210, 972657, 1052066]"
679,850,"[6464126, 846760, 1084949, 1072685, 1120009]"
681,852,"[5564763, 1011926, 13039088, 1098485, 8292958]"
682,853,"[9859017, 871722, 1095751, 13007356, 870871]"
683,854,"[911812, 827683, 1130777, 872826, 1135096]"
684,855,"[963868, 1083446, 8159536, 1067849, 864658]"
685,856,"[15926887, 836703, 10341855, 6704134, 928749]"
686,857,"[9803483, 839262, 1134292, 1104604, 826784]"
687,858,"[910473, 1110142, 873627, 6979099, 1092026]"
688,859,"[1075368, 13841744, 894439, 6395907, 13512737]"
691,862,"[1103629, 891463, 1053282, 15717057, 1094744]"
692,863,"[5569135, 928932, 877310, 878445, 5565392]"
693,864,"[1101010, 1079724, 839438, 1102928, 1128299]"
694,865,"[6443332, 1008074, 6513703, 12263931, 843659]"
695,866,"[1061220, 888054, 834631, 1089766, 1096066]"
696,867,"[1052155, 937928, 8019396, 905537, 938554]"
697,868,"[9884484, 930955, 924967, 8090653, 6534552]"
698,869,"[895680, 834962, 8019216, 826842, 983000]"
699,871,"[5563693, 1039126, 1085141, 878715, 1125904]"
700,873,"[1065979, 920844, 1125123, 1045121, 5565612]"
701,875,"[13910163, 13007600, 1058272, 8181477, 929388]"
702,876,"[1003649, 843418, 1123106, 1056620, 1092040]"
703,877,"[899565, 989683, 902856, 955075, 827806]"
704,878,"[947798, 1108131, 1094619, 846823, 1038038]"
705,879,"[844759, 923005, 851865, 1088429, 866548]"
706,880,"[921836, 1058272, 981760, 951590, 955370]"
708,882,"[1137100, 9297017, 1065871, 970866, 6463986]"
709,883,"[950638, 1005274, 1057749, 9524291, 1110111]"
711,885,"[1076875, 13842214, 1006483, 8203451, 922092]"
712,886,"[1078329, 928263, 958657, 922636, 868764]"
713,887,"[950894, 845109, 988208, 6772852, 887234]"
714,888,"[5568072, 911470, 826249, 928263, 1131382]"
715,889,"[983316, 935968, 1070276, 13213271, 9881592]"
716,891,"[1093571, 13654702, 6704207, 936914, 861445]"
717,893,"[8292958, 907662, 923314, 1060318, 13382308]"
718,894,"[9297062, 942166, 1086274, 12782182, 891632]"
719,895,"[868888, 7024847, 1121656, 1085031, 892728]"
720,896,"[833598, 13842088, 13115971, 6514030, 1060912]"
721,897,"[928263, 1079528, 7410201, 6979099, 1125382]"
722,898,"[893501, 1030362, 1057260, 891542, 955075]"
724,900,"[972418, 1107661, 6979579, 879393, 1137771]"
725,901,"[955921, 1132198, 1114605, 938596, 1028891]"
727,904,"[983096, 985605, 8091550, 1007911, 1029619]"
728,905,"[1139835, 1078666, 9707080, 9707498, 1112387]"
729,906,"[12330794, 1137507, 911974, 6979248, 860703]"
730,907,"[950550, 1029477, 1092588, 8090539, 1067849]"
731,908,"[1057260, 1078666, 1015694, 965821, 917249]"
732,909,"[9935616, 852690, 849843, 6533936, 1003806]"
733,910,"[882496, 894439, 5582712, 1036930, 826597]"
734,911,"[913459, 5563693, 1092303, 10344585, 6772782]"
735,913,"[994223, 1121656, 9803601, 1091383, 887744]"
736,914,"[1073150, 1114883, 1064002, 898121, 970866]"
737,915,"[1057260, 954642, 1036753, 1081853, 1128163]"
738,916,"[824193, 901557, 1071733, 915493, 9483753]"
739,919,"[995055, 970158, 8181495, 6463520, 992622]"
740,920,"[1061220, 1097001, 12731470, 6034239, 7082640]"
741,922,"[1075353, 1132198, 850768, 1130581, 953243]"
742,923,"[883819, 6904666, 1034955, 844759, 1089066]"
743,924,"[6553737, 8205252, 947201, 6919082, 935393]"
744,925,"[862349, 944836, 889533, 1109014, 870515]"
745,926,"[924889, 1134633, 993441, 924562, 858743]"
746,927,"[933822, 6443300, 923654, 907647, 933633]"
747,928,"[1131830, 1092303, 1120532, 838010, 861499]"
748,929,"[845193, 1010190, 981716, 864312, 871188]"
749,931,"[866043, 12524439, 6979753, 1031083, 7462562]"
750,932,"[1039870, 7433888, 1033814, 864335, 923967]"
751,933,"[1015539, 856818, 13115667, 920844, 940023]"
752,934,"[840227, 1055403, 889649, 7443013, 1093113]"
754,936,"[963683, 9859112, 853037, 868546, 931297]"
755,937,"[1021116, 1134810, 13189861, 1020156, 920463]"
756,938,"[9881592, 822407, 945090, 1028715, 1061982]"
757,939,"[13841744, 1092026, 9420312, 877175, 995230]"
758,940,"[1122180, 10456164, 7409893, 821565, 869895]"
759,941,"[6464166, 1052325, 885463, 938849, 1016709]"
760,942,"[1015539, 13842214, 13842090, 961379, 1014388]"
761,943,"[940090, 7443351, 1035207, 13213202, 839152]"
762,944,"[1071336, 899115, 1028238, 997309, 930137]"
763,945,"[13871141, 859987, 1076738, 1067443, 842434]"
764,946,"[845109, 1082310, 950898, 1093413, 919589]"
765,947,"[1075283, 864312, 843567, 1038745, 12731714]"
766,949,"[1002261, 968932, 1035691, 1003600, 7433029]"
767,951,"[977481, 981760, 1076056, 976199, 9245312]"
768,952,"[856215, 843464, 13190240, 1030093, 966379]"
769,953,"[877310, 952893, 6979427, 935968, 9419525]"
770,954,"[844165, 986912, 844179, 6034857, 908531]"
771,955,"[860703, 911974, 1135681, 827683, 989157]"
772,956,"[968936, 918345, 821083, 955858, 9268043]"
773,957,"[14019790, 1032703, 12731470, 965009, 1139023]"
774,959,"[1029272, 13654702, 1047076, 977344, 1010164]"
775,960,"[856166, 6979437, 824977, 857538, 1053403]"
776,961,"[956672, 1005609, 1091383, 1119993, 1125123]"
777,962,"[1048300, 1028473, 840227, 854754, 7166861]"
778,964,"[1044188, 1137010, 965138, 848154, 901557]"
779,965,"[9881948, 981677, 918098, 1120361, 6633224]"
780,966,"[923746, 844179, 1126899, 1075368, 1011457]"
781,968,"[1075368, 965797, 839094, 1036501, 1056847]"
782,970,"[1075283, 1122568, 934369, 9835619, 1103808]"
783,971,"[919535, 905998, 5565802, 13190524, 6602199]"
784,972,"[6632283, 13008334, 832678, 862349, 907957]"
785,973,"[8118764, 12696089, 1011312, 1087713, 921406]"
787,975,"[985911, 868888, 13381584, 910151, 1087376]"
788,976,"[977344, 9881592, 6533394, 1019028, 865196]"
789,977,"[1058021, 13671735, 10344971, 1048750, 888054]"
790,978,"[1111129, 12263857, 1075796, 1072438, 969980]"
791,979,"[904236, 984411, 888586, 1042702, 1053988]"
792,980,"[917427, 974988, 1125601, 1134292, 955587]"
793,981,"[901460, 8119318, 9803819, 821890, 9803601]"
794,982,"[1075368, 5563693, 9677202, 906581, 1005456]"
795,983,"[12577242, 842783, 861184, 838010, 1072494]"
796,984,"[9655078, 12263857, 995852, 933527, 987410]"
797,985,"[907647, 916654, 1133893, 978343, 1086061]"
798,986,"[873964, 1116635, 1134143, 1035386, 5567292]"
799,987,"[877662, 845975, 864893, 918684, 970725]"
800,988,"[1044188, 1056775, 906345, 7433029, 970866]"
801,989,"[1089766, 1031864, 858999, 837495, 981888]"
802,992,"[871440, 896369, 870515, 819330, 8181028]"
803,993,"[9483753, 887661, 975633, 945909, 13775274]"
805,996,"[953539, 9297310, 932949, 881436, 962588]"
806,998,"[1037840, 901460, 10457180, 935990, 1136654]"
807,999,"[6704207, 950615, 1099164, 878442, 820301]"
808,1000,"[1076608, 1048483, 820895, 854731, 1125948]"
809,1001,"[997987, 8090570, 1104475, 8180927, 1125382]"
810,1002,"[1041984, 1134161, 845319, 927030, 878636]"
811,1004,"[897083, 10344971, 8203451, 961620, 7169089]"
812,1005,"[1086795, 1101449, 1031492, 1085778, 1031864]"
813,1006,"[870515, 854852, 1052912, 1081177, 934369]"
814,1007,"[822259, 988116, 5569349, 965889, 1002832]"
815,1008,"[910473, 1139702, 827683, 1092937, 951590]"
816,1010,"[1076954, 953539, 9527323, 1008675, 10284966]"
817,1011,"[1031253, 7025044, 1081919, 905942, 13842090]"
818,1014,"[911974, 937626, 9523059, 6904775, 1008675]"
819,1015,"[1037332, 6979578, 1017472, 900311, 10455984]"
820,1016,"[6979803, 1110111, 15511396, 1064002, 1111786]"
821,1017,"[1102829, 10198378, 881154, 9487467, 839438]"
822,1018,"[862732, 1036501, 1010190, 937626, 9934800]"
823,1019,"[5567325, 996425, 1015280, 7433029, 985699]"
824,1020,"[833724, 13008334, 960791, 994223, 977481]"
825,1021,"[902659, 10344585, 896611, 819330, 1110111]"
826,1023,"[919423, 1139638, 963835, 9859182, 1002261]"
827,1024,"[1092885, 5582712, 1051283, 10204440, 839162]"
828,1025,"[1128464, 846764, 12132312, 954177, 10121981]"
829,1027,"[1018050, 862799, 1006835, 882489, 898363]"
830,1029,"[885290, 965050, 1021416, 1048257, 15737492]"
832,1032,"[8090521, 981760, 8090537, 844165, 1070820]"
833,1033,"[13654702, 851508, 1008814, 1057365, 1094619]"
836,1037,"[1008288, 936355, 952434, 1098435, 887102]"
837,1039,"[831063, 972665, 9419422, 862335, 893400]"
838,1040,"[1056973, 1093966, 1000707, 999090, 1124818]"
839,1041,"[948832, 1115098, 1116635, 1127470, 845163]"
840,1042,"[1080841, 5569098, 6034569, 1048352, 919038]"
841,1045,"[1043663, 873964, 1003818, 6704134, 12524323]"
842,1046,"[888104, 1089986, 823862, 908312, 952399]"
843,1047,"[826144, 874061, 1127495, 10285106, 1117358]"
845,1049,"[937626, 898349, 880895, 819063, 944852]"
846,1050,"[972312, 868764, 1044299, 929231, 1139702]"
847,1051,"[933835, 951590, 1004906, 12731714, 1076875]"
848,1053,"[12731544, 7409982, 1038497, 8293426, 10143784]"
849,1054,"[6463520, 6463451, 8203451, 994223, 6979415]"
850,1055,"[1053672, 1103043, 1089705, 927080, 980943]"
851,1056,"[933822, 1075765, 875089, 1044188, 828278]"
852,1057,"[916990, 1117219, 1107553, 1013597, 1079528]"
853,1058,"[849843, 1038462, 10341855, 985893, 1129049]"
854,1060,"[827656, 1069003, 930838, 1098066, 833598]"
855,1061,"[875089, 943522, 864137, 965009, 1041531]"
856,1062,"[919423, 827656, 1133893, 1099804, 894570]"
857,1064,"[825176, 1053403, 976864, 7409644, 923789]"
858,1065,"[8019808, 987218, 975651, 1072917, 1074283]"
859,1066,"[924352, 895268, 1082141, 889533, 1139702]"
860,1067,"[988116, 1045826, 870843, 1059236, 1131602]"
861,1068,"[878676, 9420312, 1103808, 1069788, 9881948]"
862,1069,"[9419888, 923314, 9420181, 9419443, 1031419]"
863,1070,"[856345, 8293439, 1134398, 935218, 885939]"
864,1071,"[983078, 1119399, 1045478, 873964, 901460]"
865,1072,"[907662, 937791, 10149656, 12949590, 936753]"
866,1073,"[1013597, 1096563, 993085, 993574, 13008327]"
867,1074,"[13775274, 10344585, 7166865, 836163, 6464166]"
868,1075,"[1139303, 938554, 905537, 1085154, 892768]"
869,1076,"[954499, 1084968, 948381, 819112, 1034176]"
870,1077,"[891632, 909338, 879504, 1034511, 1099503]"
871,1078,"[6391163, 1095944, 1011300, 911622, 885356]"
873,1080,"[12781512, 12781608, 971660, 7409845, 1060005]"
874,1081,"[1137540, 908217, 974265, 927860, 1012627]"
875,1082,"[988421, 988202, 1051626, 1110042, 988572]"
876,1083,"[864335, 908843, 1014054, 13073225, 9707498]"
877,1084,"[967395, 6704207, 843744, 879008, 955921]"
878,1085,"[1089108, 924978, 1064945, 899115, 1135971]"
879,1086,"[1076954, 907957, 1106073, 5563693, 1008074]"
880,1088,"[1045478, 997011, 1077600, 1121624, 992933]"
881,1089,"[947798, 873964, 995055, 1108168, 1050741]"
882,1091,"[1139142, 887744, 13008325, 998558, 9677670]"
883,1092,"[13841744, 976864, 844759, 1098284, 8290587]"
884,1093,"[878676, 15926886, 1013407, 907099, 9884484]"
885,1094,"[1036501, 983795, 1073150, 1011832, 1076954]"
887,1096,"[1125278, 1131892, 1026118, 900703, 1005493]"
888,1097,"[992622, 857130, 981677, 849205, 982469]"
889,1098,"[1135468, 13190294, 864893, 1038443, 8205418]"
890,1099,"[868764, 1102416, 1050741, 1092885, 1011300]"
891,1100,"[8090521, 1092026, 1053690, 896085, 910473]"
893,1102,"[1137540, 1013578, 1086483, 13007600, 906844]"
894,1103,"[1012913, 862535, 994994, 941033, 838637]"
895,1104,"[901460, 1114605, 1015731, 5571261, 1065979]"
897,1106,"[868764, 995242, 12757316, 976199, 1057260]"
898,1107,"[13842088, 1029504, 1105478, 1010681, 983316]"
899,1109,"[1096099, 1109014, 1120362, 1046816, 841016]"
900,1110,"[1775642, 1086061, 1031316, 1008288, 870428]"
901,1111,"[969419, 869900, 1025650, 819840, 887219]"
902,1112,"[1131133, 970160, 1095944, 888233, 1137100]"
903,1113,"[9420077, 9655078, 9265288, 981591, 1010164]"
904,1114,"[1046555, 5569135, 1067494, 853756, 1044188]"
905,1116,"[851241, 824193, 837908, 938139, 863885]"
906,1117,"[1072693, 825176, 864893, 849697, 5591894]"
907,1119,"[901460, 900842, 906581, 897953, 978376]"
908,1121,"[1092937, 6979545, 902846, 1030409, 1116376]"
909,1123,"[1070719, 857176, 13159156, 1129610, 840227]"
910,1125,"[1006483, 6391381, 1092118, 6391080, 907099]"
911,1126,"[1082172, 877447, 1076608, 826666, 6039994]"
912,1127,"[1102416, 858918, 1067565, 881260, 1114605]"
913,1128,"[921406, 1044188, 836703, 7409845, 966379]"
914,1129,"[901460, 1037332, 1039505, 1028473, 983316]"
915,1130,"[935993, 1076608, 918345, 1093413, 10204440]"
916,1131,"[864893, 5592232, 1115069, 903529, 866043]"
917,1133,"[845109, 980246, 1112205, 1076875, 9881593]"
918,1134,"[855914, 1112825, 981591, 1039672, 853448]"
919,1135,"[1020210, 908145, 1019247, 843744, 824931]"
920,1136,"[1058272, 1041928, 1083446, 987410, 6979753]"
921,1137,"[935527, 924667, 868764, 885290, 1076875]"
922,1138,"[1015539, 15926886, 941515, 9835880, 1016298]"
923,1140,"[852235, 982833, 997907, 827667, 932503]"
924,1141,"[879755, 1084008, 13841744, 999581, 1107553]"
925,1142,"[878715, 1067695, 926796, 1108094, 882826]"
926,1143,"[844179, 1044078, 916122, 983584, 1092885]"
927,1145,"[1093490, 873964, 1104649, 1051626, 1028715]"
928,1146,"[959985, 1089021, 866528, 8249063, 13213676]"
929,1147,"[897671, 969725, 9837807, 9837153, 944588]"
930,1148,"[1011300, 890999, 883068, 1001475, 969419]"
931,1149,"[1026118, 848071, 986912, 1004906, 1135681]"
932,1151,"[1136524, 13189919, 1021225, 834396, 911622]"
933,1152,"[1110111, 1090507, 893501, 963234, 1052294]"
934,1154,"[1000148, 1089108, 835296, 995895, 971983]"
935,1155,"[907099, 7160231, 1048383, 992650, 894439]"
936,1156,"[1080989, 5592694, 10457180, 7025496, 1003806]"
937,1157,"[939681, 1069506, 871563, 1052325, 855138]"
938,1158,"[938841, 893811, 1049735, 897953, 905459]"
939,1159,"[1050741, 6391080, 987838, 1080841, 856210]"
940,1160,"[837107, 1002418, 835595, 6979248, 9368501]"
941,1163,"[1103513, 1096727, 1068865, 926033, 1077133]"
942,1164,"[1098892, 9803819, 13654702, 1040435, 893676]"
943,1165,"[1136654, 9419198, 845193, 1111129, 906844]"
944,1166,"[967476, 1003649, 5566800, 1093603, 12456589]"
945,1167,"[953243, 857736, 1040861, 8019977, 1063577]"
946,1168,"[983584, 1019637, 1055044, 878715, 954642]"
947,1169,"[992985, 929373, 1038663, 1004950, 1072917]"
949,1172,"[963686, 1102416, 9420312, 8159536, 5995281]"
950,1173,"[13842214, 988822, 889533, 963226, 854900]"
951,1174,"[935968, 977481, 6904613, 961379, 1019275]"
952,1175,"[962266, 8066803, 963365, 1081919, 990762]"
953,1177,"[961979, 986912, 1054957, 1004906, 854852]"
954,1178,"[6464165, 6534074, 1077643, 1069039, 856687]"
955,1179,"[6514011, 6514030, 1076769, 1116050, 10143784]"
956,1180,"[1104649, 826784, 12781777, 861419, 5587656]"
957,1181,"[1116635, 909800, 9368501, 8198836, 989181]"
958,1182,"[842392, 934427, 1044068, 882830, 1138353]"
959,1185,"[877498, 934369, 1004475, 7433574, 998373]"
960,1186,"[903800, 1094924, 849205, 989239, 1026258]"
961,1187,"[1038462, 6979753, 991951, 854900, 986869]"
962,1188,"[1048727, 13007357, 825176, 1082090, 983795]"
963,1189,"[904997, 819840, 1015296, 895268, 848071]"
964,1190,"[928263, 1116635, 947427, 842423, 1135195]"
965,1191,"[7433029, 890695, 965963, 1041259, 1003806]"
966,1192,"[958700, 920002, 1112667, 941883, 8249063]"
967,1193,"[1013928, 957951, 919423, 1058709, 1129609]"
968,1194,"[1038745, 910473, 1106956, 845109, 857902]"
969,1195,"[1009449, 1075368, 1049372, 8181159, 1091090]"
970,1196,"[1047076, 881260, 1012801, 924864, 5573375]"
971,1197,"[13842214, 9859111, 13842090, 1013407, 9677466]"
972,1198,"[13417846, 900586, 13417590, 915064, 1011578]"
973,1201,"[1095068, 6464165, 877662, 9487498, 839438]"
974,1202,"[9925966, 906844, 854042, 1037332, 858711]"
975,1203,"[905817, 5583751, 10285335, 904435, 13008136]"
976,1204,"[917033, 1039672, 863762, 935770, 7409664]"
977,1205,"[1009821, 1072086, 833598, 5571176, 896958]"
978,1206,"[951164, 1088910, 7409618, 7409644, 842783]"
979,1207,"[1037840, 7433930, 1079987, 1018397, 898601]"
980,1208,"[1098284, 9420159, 1083111, 1006062, 1139303]"
981,1209,"[986912, 1093571, 1107839, 885592, 953539]"
982,1211,"[879504, 972143, 965292, 921277, 1092885]"
983,1213,"[1135681, 985265, 926808, 1080601, 944486]"
984,1215,"[880427, 961979, 895268, 879528, 1127179]"
985,1216,"[10344585, 946995, 915605, 906917, 889649]"
986,1217,"[1065331, 1075007, 1048472, 1137540, 1096066]"
987,1218,"[1067494, 906844, 1065979, 887393, 1000148]"
988,1219,"[860469, 1077359, 934369, 983316, 1087376]"
989,1221,"[870515, 896085, 889649, 1055504, 1065496]"
990,1222,"[1004950, 901460, 5570383, 1104483, 1091090]"
